ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,target
16089,290000,F,bachelor,married,33,1
14892,50000,F,bachelor,married,29,1
23792,70000,F,bachelor,married,62,1
22153,280000,F,bachelor,married,30,1
13865,20000,M,school graduate,married,44,1
23149,100000,F,bachelor,married,41,1
20095,80000,F,bachelor,married,33,1
6157,20000,M,bachelor,married,42,1
26421,180000,F,bachelor,married,40,1
2824,30000,F,school graduate,married,57,1
12668,210000,F,master,married,37,1
25541,150000,F,school graduate,married,45,1
29898,120000,M,school graduate,married,47,1
4230,30000,F,bachelor,married,49,1
18952,40000,F,school graduate,married,23,1
15271,230000,F,bachelor,married,42,1
6801,20000,M,school graduate,married,50,1
2298,500000,M,master,married,37,1
22492,50000,F,bachelor,married,35,1
23050,200000,F,master,married,41,1
20100,80000,F,bachelor,married,42,1
19298,300000,F,school graduate,married,40,1
6374,100000,M,master,married,52,1
12189,100000,M,bachelor,married,30,1
10212,160000,F,bachelor,married,34,1
19596,430000,F,bachelor,married,42,1
11517,100000,M,bachelor,married,35,1
2608,490000,M,school graduate,married,51,1
8717,150000,M,bachelor,married,36,1
840,500000,M,master,married,43,1
12540,250000,F,school graduate,married,49,1
2779,260000,F,bachelor,married,39,1
10128,280000,F,master,married,36,1
21263,40000,M,school graduate,married,56,1
495,80000,F,master,married,28,1
29846,10000,M,bachelor,married,37,1
1786,220000,M,bachelor,married,60,1
27054,30000,M,school graduate,married,28,1
28974,100000,F,bachelor,married,35,1
17912,20000,M,bachelor,married,38,1
1244,100000,F,school graduate,married,50,1
15498,150000,M,bachelor,married,34,1
7722,360000,F,master,married,33,1
15476,50000,M,school graduate,married,46,1
15584,20000,M,school graduate,married,52,1
8363,50000,F,school graduate,married,52,1
21166,260000,M,master,married,38,1
19660,50000,F,bachelor,married,33,1
27590,140000,M,master,married,55,1
16962,280000,M,school graduate,married,52,1
29116,20000,F,bachelor,married,59,1
21819,290000,F,bachelor,married,26,1
19347,20000,F,school graduate,married,31,1
20288,200000,F,bachelor,married,50,1
25070,130000,M,bachelor,married,48,1
19083,70000,F,school graduate,married,32,1
12645,70000,F,bachelor,married,33,1
25851,300000,F,school graduate,married,32,1
19318,50000,F,school graduate,married,44,1
14837,280000,F,master,married,46,1
21108,30000,M,bachelor,married,39,1
22787,100000,F,school graduate,married,40,1
7947,20000,F,bachelor,married,50,1
29612,50000,M,bachelor,married,33,1
16501,50000,M,bachelor,married,24,1
8440,130000,F,master,married,46,1
12963,20000,F,bachelor,married,28,1
5562,50000,M,bachelor,married,33,1
7051,210000,F,school graduate,married,55,1
27361,200000,M,bachelor,married,38,0
7621,200000,M,bachelor,married,39,0
11015,110000,M,master,married,48,0
1198,130000,M,bachelor,married,44,0
5927,60000,F,school graduate,married,41,0
5125,150000,F,master,married,40,0
21125,230000,M,bachelor,married,36,0
2305,80000,M,bachelor,married,26,0
8376,200000,F,school graduate,married,36,0
9157,180000,F,bachelor,married,39,0
12831,350000,F,bachelor,married,38,0
7198,100000,F,school graduate,married,39,0
22676,460000,F,master,married,32,0
21776,90000,F,bachelor,married,24,0
3121,110000,M,bachelor,married,36,0
6250,40000,M,bachelor,married,36,0
25825,170000,F,master,married,31,0
18290,500000,M,master,married,69,0
23531,500000,F,bachelor,married,37,0
11022,200000,M,bachelor,married,38,0
21897,180000,F,bachelor,married,27,0
22860,300000,F,bachelor,married,33,0
27154,360000,M,bachelor,married,37,0
24375,30000,M,bachelor,married,38,0
18176,50000,M,bachelor,married,35,0
19506,210000,F,bachelor,married,29,0
3666,100000,F,bachelor,married,28,0
12142,240000,M,bachelor,married,50,0
12161,30000,F,bachelor,married,34,0
17436,380000,F,master,married,44,0
923,110000,M,master,married,40,0
7678,20000,F,school graduate,married,23,0
11308,260000,M,bachelor,married,38,0
11546,110000,M,bachelor,married,32,0
24358,320000,M,master,married,40,0
4891,360000,F,bachelor,married,33,0
3354,100000,M,master,married,33,0
27101,300000,M,school graduate,married,44,0
25860,20000,F,bachelor,married,44,0
26546,200000,F,bachelor,married,50,0
22607,30000,F,master,married,38,0
1108,120000,F,bachelor,married,47,0
21893,180000,F,bachelor,married,27,0
25065,480000,M,master,married,50,0
7891,440000,M,master,married,31,0
28200,500000,F,master,married,40,0
19419,80000,F,master,married,36,0
3612,500000,F,bachelor,married,41,0
14257,380000,F,master,married,42,0
3583,250000,F,bachelor,married,32,0
20591,200000,M,bachelor,married,29,0
15795,20000,F,school graduate,married,24,0
26491,60000,F,bachelor,married,52,0
7277,20000,F,school graduate,married,28,0
17796,470000,F,bachelor,married,54,0
12885,240000,F,master,married,41,0
6512,200000,F,bachelor,married,61,0
15406,130000,F,school graduate,married,49,0
28394,160000,F,bachelor,married,37,0
28382,150000,F,school graduate,married,34,0
24332,290000,M,bachelor,married,49,0
12288,200000,M,master,married,40,0
29131,500000,F,master,married,52,0
9203,260000,F,master,married,38,0
22701,500000,F,bachelor,married,41,0
3676,10000,F,bachelor,married,25,0
27407,50000,M,school graduate,married,47,0
13651,260000,M,bachelor,married,53,0
26928,140000,M,bachelor,married,37,0
28492,40000,F,school graduate,married,36,0
4645,90000,F,bachelor,married,47,0
20660,330000,M,bachelor,married,32,0
16414,30000,F,bachelor,married,38,0
19017,190000,F,bachelor,married,36,0
29493,310000,M,bachelor,married,31,0
28259,230000,F,bachelor,married,48,0
8203,130000,F,bachelor,married,44,0
10533,90000,M,master,married,29,0
24780,110000,M,bachelor,married,35,0
5607,20000,F,school graduate,married,43,0
17692,150000,F,master,married,43,0
26510,500000,F,school graduate,married,53,0
19289,100000,F,bachelor,married,36,0
11288,360000,M,bachelor,married,32,0
14413,230000,F,bachelor,married,31,0
23898,50000,M,bachelor,married,26,0
1050,100000,M,bachelor,married,49,0
19925,320000,F,bachelor,married,34,0
26381,210000,F,bachelor,married,41,0
24524,360000,M,school graduate,married,35,0
22858,490000,F,bachelor,married,31,0
13079,200000,F,master,married,58,0
10302,120000,F,bachelor,married,39,0
4908,40000,F,bachelor,married,43,0
17554,230000,F,bachelor,married,46,0
17479,240000,F,master,married,35,0
1238,60000,M,master,married,33,0
5645,500000,M,master,married,42,0
6574,130000,F,bachelor,married,33,0
25456,90000,F,bachelor,married,27,0
5938,200000,F,bachelor,married,36,0
19963,260000,F,master,married,42,0
20508,160000,M,other,married,28,0
12870,500000,M,bachelor,married,35,0
23435,350000,F,master,married,36,0
21336,50000,M,bachelor,married,53,0
5783,360000,F,master,married,31,0
10001,260000,F,master,married,40,0
29935,360000,M,bachelor,married,45,0
21404,70000,F,bachelor,married,37,0
3324,50000,F,school graduate,married,42,0
14241,500000,M,master,married,45,0
28641,150000,F,bachelor,married,32,0
25082,270000,M,master,married,54,0
22958,50000,F,school graduate,married,48,0
20344,20000,F,bachelor,married,58,0
19814,20000,F,school graduate,married,41,0
18380,70000,F,other,married,23,0
23130,70000,F,school graduate,married,40,0
10520,170000,F,bachelor,married,29,0
8103,360000,M,master,married,48,0
18945,200000,F,master,married,30,0
24689,500000,M,school graduate,married,46,0
5552,20000,M,bachelor,married,40,0
9209,20000,F,bachelor,married,41,0
12533,50000,F,bachelor,married,29,0
17314,80000,F,bachelor,married,29,0
23197,140000,F,school graduate,married,39,0
13686,500000,F,bachelor,married,66,0
24826,460000,M,elementary education,married,35,0
23019,190000,F,elementary education,married,34,0
4848,50000,M,school graduate,married,54,0
2854,390000,F,bachelor,married,24,0
23729,220000,F,master,married,51,0
19830,30000,F,school graduate,married,48,0
4985,270000,F,master,married,31,0
952,80000,F,bachelor,married,32,0
23273,130000,F,bachelor,married,49,0
20450,120000,M,school graduate,refuse to answer,26,0
20120,200000,F,school graduate,refuse to answer,45,0
24444,300000,M,master,refuse to answer,37,0
7956,50000,F,school graduate,refuse to answer,27,0
5346,50000,F,bachelor,refuse to answer,28,0
25309,170000,F,bachelor,refuse to answer,24,0
11926,140000,M,school graduate,refuse to answer,47,0
25703,200000,F,school graduate,refuse to answer,45,0
12051,80000,F,school graduate,refuse to answer,37,0
18307,230000,F,school graduate,refuse to answer,30,0
16582,20000,M,school graduate,refuse to answer,29,0
28603,200000,F,school graduate,refuse to answer,37,0
2555,220000,F,master,refuse to answer,33,0
23136,20000,F,school graduate,refuse to answer,35,0
7941,50000,M,school graduate,refuse to answer,50,0
28458,180000,F,school graduate,refuse to answer,36,0
3057,200000,M,school graduate,refuse to answer,36,0
17530,80000,F,school graduate,refuse to answer,41,0
2147,150000,F,school graduate,refuse to answer,55,0
24722,360000,M,bachelor,refuse to answer,38,0
12733,70000,F,school graduate,refuse to answer,34,0
810,160000,F,bachelor,refuse to answer,37,0
18536,250000,F,school graduate,refuse to answer,26,0
219,110000,F,school graduate,refuse to answer,31,0
23104,90000,F,school graduate,refuse to answer,42,1
8887,70000,M,school graduate,refuse to answer,26,1
24985,50000,M,school graduate,refuse to answer,39,0
26251,210000,F,master,refuse to answer,31,0
5006,90000,F,school graduate,refuse to answer,24,0
22591,160000,F,bachelor,refuse to answer,41,1
28767,80000,F,school graduate,refuse to answer,40,0
821,200000,F,school graduate,refuse to answer,51,0
23361,240000,F,school graduate,refuse to answer,37,0
11753,290000,F,bachelor,refuse to answer,49,0
17286,120000,F,school graduate,refuse to answer,47,0
29112,300000,F,school graduate,refuse to answer,53,0
10209,50000,F,master,refuse to answer,45,0
18949,50000,F,school graduate,refuse to answer,32,0
24217,180000,M,school graduate,refuse to answer,27,1
12079,30000,F,school graduate,refuse to answer,46,0
9089,50000,M,school graduate,refuse to answer,50,0
28604,110000,F,school graduate,refuse to answer,44,1
21560,20000,F,school graduate,refuse to answer,23,0
23030,80000,F,school graduate,refuse to answer,37,0
4471,70000,M,school graduate,refuse to answer,35,0
29079,100000,F,school graduate,refuse to answer,56,0
1020,180000,F,school graduate,refuse to answer,45,0
19343,200000,F,school graduate,refuse to answer,31,0
13826,120000,F,school graduate,refuse to answer,41,0
1444,200000,M,school graduate,refuse to answer,51,0
17577,110000,F,school graduate,refuse to answer,31,0
9974,80000,F,school graduate,refuse to answer,34,0
6390,10000,M,school graduate,refuse to answer,40,0
19387,30000,F,school graduate,refuse to answer,30,0
9898,200000,F,bachelor,married,34,1
14187,120000,M,bachelor,married,51,1
7382,70000,F,bachelor,married,37,1
3606,30000,F,bachelor,single,31,1
24025,140000,M,bachelor,single,25,1
24371,240000,M,bachelor,single,46,1
11441,230000,F,bachelor,single,29,1
6580,50000,F,bachelor,single,25,1
3688,50000,F,bachelor,single,23,1
17047,60000,F,bachelor,single,25,1
5318,80000,F,bachelor,single,23,1
8670,310000,M,bachelor,married,42,1
20798,90000,M,bachelor,married,44,1
15173,30000,F,bachelor,single,23,1
21601,50000,F,bachelor,single,23,1
2538,160000,M,bachelor,married,26,1
12598,150000,F,bachelor,married,30,1
1042,230000,F,bachelor,single,52,1
15428,360000,M,bachelor,married,30,1
7926,50000,M,bachelor,single,36,1
22091,320000,F,bachelor,married,28,1
16040,200000,F,bachelor,married,31,1
27474,150000,M,bachelor,married,51,1
13804,20000,M,bachelor,single,39,1
21169,110000,M,bachelor,married,45,1
28308,80000,F,bachelor,single,31,1
2738,240000,F,bachelor,married,47,1
2001,10000,M,bachelor,single,22,1
19255,300000,F,bachelor,married,39,1
23126,110000,F,bachelor,married,46,1
23692,20000,F,bachelor,married,54,1
5854,50000,F,bachelor,single,26,1
17451,100000,F,bachelor,married,38,1
27593,50000,F,bachelor,married,29,1
24970,80000,M,bachelor,single,36,1
20742,50000,M,bachelor,married,44,1
12084,30000,F,bachelor,single,42,1
6807,100000,M,bachelor,single,25,1
9528,50000,F,bachelor,married,33,1
26151,50000,F,bachelor,married,34,1
22537,130000,F,bachelor,married,48,1
16975,60000,F,bachelor,single,29,1
10099,50000,F,bachelor,married,30,1
4076,60000,F,bachelor,married,34,1
11666,200000,F,bachelor,single,34,1
6894,370000,F,bachelor,single,29,1
29243,50000,M,bachelor,single,24,1
895,240000,F,bachelor,married,37,1
10333,200000,M,bachelor,married,41,1
8420,110000,M,bachelor,married,46,1
4839,50000,F,bachelor,single,22,1
4125,60000,F,bachelor,single,43,1
7793,20000,F,bachelor,married,22,1
20629,200000,M,bachelor,single,33,1
24488,20000,M,bachelor,married,34,1
23905,20000,M,bachelor,single,22,1
7667,20000,M,bachelor,single,43,1
6927,60000,F,bachelor,single,24,1
10751,20000,M,bachelor,married,38,1
19443,360000,F,bachelor,single,37,1
3899,70000,F,bachelor,single,25,1
10522,100000,M,bachelor,married,51,1
19785,150000,F,bachelor,single,36,1
21939,90000,F,bachelor,single,27,1
16627,150000,M,bachelor,single,32,1
19105,30000,F,bachelor,married,39,1
26466,140000,F,bachelor,single,50,1
18250,50000,M,bachelor,married,47,1
2446,200000,M,bachelor,single,25,1
29519,120000,M,bachelor,single,38,1
25648,130000,F,bachelor,married,47,1
9992,30000,F,bachelor,married,47,1
6557,20000,M,bachelor,single,22,1
12554,90000,F,bachelor,single,27,1
12239,20000,F,bachelor,single,22,1
22849,70000,F,bachelor,single,46,1
15727,20000,F,bachelor,married,22,1
4993,80000,M,bachelor,married,36,1
13073,160000,F,bachelor,married,41,1
18918,60000,F,bachelor,single,28,1
21510,30000,F,bachelor,married,23,1
4391,10000,F,bachelor,single,21,1
10033,200000,M,bachelor,single,27,1
2004,50000,F,bachelor,single,33,1
17863,10000,M,bachelor,married,26,1
26750,60000,M,bachelor,single,27,1
22412,20000,F,bachelor,single,35,1
16520,420000,M,bachelor,single,26,1
6876,30000,F,bachelor,single,23,1
21419,60000,F,bachelor,married,27,1
16571,20000,M,bachelor,single,23,1
12766,360000,F,bachelor,married,27,1
10116,10000,M,bachelor,single,24,1
14928,50000,M,bachelor,single,25,1
19706,100000,F,bachelor,married,47,1
11029,210000,M,bachelor,single,24,1
4918,160000,F,bachelor,married,35,1
11474,70000,M,bachelor,married,26,1
14481,50000,M,bachelor,married,29,1
15984,50000,F,bachelor,married,31,1
16157,20000,F,bachelor,married,25,1
2078,150000,M,bachelor,married,55,1
29555,20000,M,bachelor,married,32,1
24525,140000,M,bachelor,single,41,1
10389,10000,M,bachelor,single,22,1
17497,80000,F,bachelor,married,28,1
8930,10000,M,bachelor,single,29,1
20984,20000,M,bachelor,single,34,1
24103,50000,M,bachelor,married,29,1
25505,220000,F,bachelor,single,28,1
20820,170000,M,bachelor,married,38,1
23758,290000,F,bachelor,married,49,1
7131,130000,M,bachelor,married,44,1
16609,90000,M,bachelor,single,29,1
9124,100000,F,bachelor,married,38,1
22473,200000,F,bachelor,married,39,1
13675,30000,M,bachelor,single,35,1
17304,20000,F,bachelor,married,37,1
24466,80000,M,bachelor,single,32,1
15793,30000,F,bachelor,single,23,1
524,140000,F,bachelor,married,42,1
27585,110000,M,bachelor,single,51,1
10140,80000,F,bachelor,single,27,1
23149,100000,F,bachelor,married,41,1
24927,50000,M,bachelor,single,44,1
11465,30000,F,bachelor,married,22,1
21004,200000,M,bachelor,single,32,1
20368,20000,M,bachelor,single,23,1
8324,20000,M,bachelor,married,39,1
13772,100000,F,bachelor,single,23,1
12189,100000,M,bachelor,married,30,1
10999,30000,F,bachelor,married,22,1
6488,80000,F,bachelor,married,26,1
19522,80000,F,bachelor,married,28,1
27487,30000,M,bachelor,married,57,1
2707,30000,M,bachelor,married,47,1
24256,140000,M,bachelor,single,30,1
22287,20000,F,bachelor,married,30,1
20172,120000,F,bachelor,single,39,1
14942,100000,F,bachelor,married,39,1
29895,210000,M,bachelor,married,45,1
9429,50000,F,bachelor,married,29,1
7516,340000,F,bachelor,single,38,1
29669,70000,M,bachelor,married,42,1
16156,300000,F,bachelor,married,43,1
23733,280000,F,bachelor,married,56,1
18384,50000,F,bachelor,single,22,1
6380,70000,F,bachelor,married,27,1
4230,30000,F,bachelor,married,49,1
7491,20000,M,bachelor,married,36,1
12086,420000,M,bachelor,married,34,1
2422,20000,F,bachelor,married,24,1
21836,50000,F,bachelor,married,22,1
16756,70000,M,bachelor,married,35,1
16001,20000,F,bachelor,NaN,44,1
17130,80000,F,bachelor,single,24,1
2391,180000,M,bachelor,single,29,1
26610,20000,M,bachelor,single,23,1
29310,140000,M,bachelor,single,26,1
16098,30000,F,bachelor,married,42,1
14294,160000,F,bachelor,married,47,1
16303,20000,F,bachelor,married,36,1
6313,260000,M,bachelor,single,29,1
12235,110000,M,bachelor,married,30,1
10327,20000,M,bachelor,single,22,1
13236,50000,F,bachelor,married,55,1
16248,50000,F,bachelor,married,38,1
1333,160000,F,bachelor,married,38,1
25511,100000,F,bachelor,single,24,1
1183,90000,F,bachelor,married,55,1
12018,50000,F,bachelor,married,47,1
6335,70000,F,bachelor,married,33,1
27111,130000,M,bachelor,married,37,1
17265,240000,F,bachelor,married,46,1
9308,30000,F,bachelor,single,28,1
25743,190000,F,bachelor,single,40,1
2168,400000,M,bachelor,married,49,1
28375,80000,F,bachelor,married,36,1
27050,200000,M,bachelor,married,35,1
10355,30000,M,bachelor,single,25,1
26447,80000,F,bachelor,married,50,1
28110,60000,F,bachelor,married,39,1
20914,20000,M,bachelor,single,26,1
1105,20000,F,bachelor,married,35,1
2545,20000,M,bachelor,single,25,1
20679,90000,M,bachelor,married,47,1
12973,30000,F,bachelor,married,27,1
26971,20000,M,bachelor,married,35,1
27721,140000,F,bachelor,married,24,1
3458,280000,M,bachelor,married,46,1
15427,60000,M,bachelor,single,38,1
7251,160000,F,bachelor,single,23,1
24741,160000,M,bachelor,married,33,1
10842,40000,F,bachelor,married,36,1
26174,10000,F,bachelor,single,46,1
24346,200000,M,bachelor,married,45,1
21421,50000,F,bachelor,single,27,1
5049,80000,M,bachelor,single,30,1
6015,50000,F,bachelor,married,25,1
18738,50000,F,bachelor,married,25,1
16247,40000,F,bachelor,married,38,1
15960,50000,F,bachelor,married,34,1
5427,50000,F,bachelor,married,49,1
17483,250000,F,bachelor,married,33,1
5598,30000,F,bachelor,married,52,1
29139,70000,F,bachelor,married,51,1
12122,40000,M,bachelor,single,27,1
25414,50000,F,bachelor,married,23,1
17308,360000,F,bachelor,single,36,1
3299,230000,F,bachelor,single,26,1
15280,20000,F,bachelor,married,46,1
29177,240000,F,bachelor,married,56,1
20152,20000,F,bachelor,married,48,1
6730,390000,F,bachelor,married,43,1
10713,290000,M,bachelor,married,39,1
9839,150000,F,bachelor,married,29,1
24391,50000,M,bachelor,married,33,1
15156,200000,F,bachelor,single,22,1
7646,50000,F,bachelor,single,36,1
10150,200000,F,bachelor,married,41,1
4883,50000,M,bachelor,single,29,1
16293,30000,F,bachelor,married,38,1
27607,60000,F,bachelor,married,24,1
21652,10000,F,bachelor,single,26,1
19553,80000,F,bachelor,married,37,1
11432,80000,F,bachelor,married,49,1
16354,70000,F,bachelor,married,37,1
7213,180000,M,bachelor,married,43,1
750,50000,F,bachelor,single,25,1
21790,220000,F,bachelor,single,26,1
26455,120000,F,bachelor,married,50,1
27689,50000,F,bachelor,single,25,1
2537,260000,F,bachelor,married,36,1
10707,30000,M,bachelor,single,24,1
16923,30000,M,bachelor,married,49,1
3384,110000,F,bachelor,married,36,1
24168,20000,M,bachelor,single,22,1
9585,100000,M,bachelor,married,44,1
24748,210000,M,bachelor,married,37,1
16637,20000,M,bachelor,single,29,1
12197,20000,M,bachelor,single,35,1
12830,340000,M,bachelor,single,44,1
26340,240000,F,bachelor,married,27,1
21111,320000,M,bachelor,married,35,1
18956,50000,F,bachelor,single,23,1
12431,20000,M,bachelor,single,24,1
7092,50000,F,bachelor,single,23,1
19740,50000,F,bachelor,married,46,1
10816,10000,M,bachelor,married,24,1
20528,30000,M,bachelor,single,25,1
13235,130000,F,bachelor,single,35,1
17635,80000,F,bachelor,single,30,1
15112,50000,M,bachelor,married,50,1
20498,20000,M,bachelor,single,24,1
10714,70000,F,bachelor,single,23,1
16191,10000,F,bachelor,single,36,1
16101,50000,F,bachelor,married,30,1
21580,60000,F,bachelor,married,30,1
19570,50000,F,bachelor,married,44,1
15847,100000,F,bachelor,single,26,1
8753,50000,M,bachelor,NaN,36,1
13993,20000,M,bachelor,single,30,1
11863,180000,F,bachelor,single,26,1
25002,260000,M,bachelor,single,35,1
29871,10000,M,bachelor,single,30,1
8822,30000,F,bachelor,single,23,1
16503,20000,M,bachelor,single,24,1
4493,50000,M,bachelor,single,26,1
2609,20000,F,bachelor,married,26,1
20690,30000,M,bachelor,single,40,1
29361,110000,M,bachelor,single,28,1
581,30000,M,bachelor,single,28,1
29181,140000,F,bachelor,married,60,1
29727,60000,M,bachelor,married,36,1
10141,210000,M,bachelor,single,26,1
14315,80000,M,bachelor,married,60,1
7504,30000,F,bachelor,single,23,1
16327,200000,F,bachelor,NaN,40,1
8049,70000,M,bachelor,single,41,1
29975,50000,M,bachelor,married,37,1
19271,30000,F,bachelor,single,43,1
18020,130000,M,bachelor,married,48,1
574,160000,F,bachelor,single,60,1
16595,10000,M,bachelor,single,28,1
10310,60000,M,bachelor,single,42,1
5502,290000,F,bachelor,married,55,1
11297,60000,F,bachelor,single,29,1
7940,140000,M,bachelor,single,24,1
4192,50000,M,bachelor,single,52,1
7607,90000,F,bachelor,single,25,1
22901,30000,F,bachelor,married,35,1
14175,250000,M,bachelor,married,52,1
9371,90000,F,bachelor,married,55,1
23066,150000,F,bachelor,married,41,1
25630,70000,F,bachelor,single,30,1
25286,140000,F,bachelor,single,26,1
7023,100000,M,bachelor,married,44,1
8737,90000,F,bachelor,single,39,1
12030,50000,M,bachelor,single,35,1
19104,50000,F,bachelor,married,40,1
21268,240000,M,bachelor,married,51,1
6122,250000,F,bachelor,married,29,1
6120,50000,F,bachelor,single,24,1
4785,50000,M,bachelor,single,40,1
10702,50000,F,bachelor,married,31,1
8945,100000,F,bachelor,married,42,1
24155,110000,M,bachelor,single,29,1
16460,80000,F,bachelor,married,57,1
29701,20000,M,bachelor,married,32,1
16260,60000,F,bachelor,married,40,1
28461,20000,F,bachelor,married,38,1
23378,550000,F,bachelor,married,32,1
23264,130000,F,bachelor,single,37,1
14919,240000,M,bachelor,single,28,1
26620,10000,M,bachelor,single,23,1
22792,220000,F,bachelor,married,36,1
27426,350000,M,bachelor,married,36,1
13504,10000,F,bachelor,married,29,1
28504,150000,F,bachelor,married,36,1
29867,290000,M,bachelor,single,30,1
5285,80000,M,bachelor,married,36,1
15470,120000,M,bachelor,single,40,1
4863,80000,F,bachelor,married,32,1
20282,30000,F,bachelor,married,50,1
6688,260000,M,bachelor,married,42,1
3902,50000,F,bachelor,single,27,1
23530,220000,F,bachelor,married,35,1
543,30000,F,bachelor,married,36,1
14547,140000,F,bachelor,married,35,1
6105,180000,M,bachelor,married,47,1
29860,190000,M,bachelor,married,42,1
18915,120000,F,bachelor,married,28,1
25922,30000,F,bachelor,single,39,1
5079,50000,F,bachelor,NaN,48,1
28535,60000,F,bachelor,married,31,1
2919,120000,F,bachelor,single,23,1
27524,200000,M,bachelor,married,51,1
22229,200000,F,bachelor,single,31,1
26585,10000,M,bachelor,single,24,1
17907,60000,M,bachelor,single,28,1
19027,80000,F,bachelor,married,29,1
6421,200000,M,bachelor,single,33,1
9219,500000,F,bachelor,married,47,1
25484,100000,F,bachelor,married,28,1
23688,50000,F,bachelor,married,50,1
23125,230000,F,bachelor,single,30,1
21381,50000,M,bachelor,married,54,1
14438,50000,F,bachelor,married,25,1
28286,10000,F,bachelor,single,32,1
18330,70000,F,bachelor,single,23,1
15982,30000,F,bachelor,married,49,0
10883,280000,F,bachelor,single,26,0
7959,320000,F,bachelor,single,33,0
22757,120000,F,bachelor,married,35,0
6431,50000,M,bachelor,single,35,0
12258,320000,F,bachelor,married,36,0
16775,20000,M,bachelor,single,34,0
5700,110000,F,bachelor,single,23,0
16162,140000,F,bachelor,single,32,0
14324,330000,M,bachelor,married,34,0
19928,330000,F,bachelor,married,39,0
4339,150000,F,bachelor,married,50,0
9009,560000,M,bachelor,married,32,0
9713,50000,F,bachelor,single,23,0
23983,130000,M,bachelor,single,25,0
20711,560000,M,bachelor,married,49,0
20746,30000,M,bachelor,single,42,0
21270,90000,M,bachelor,single,52,0
7361,220000,F,bachelor,married,54,0
20406,30000,M,bachelor,single,34,0
23010,90000,F,bachelor,married,43,0
18374,80000,F,bachelor,single,23,0
13829,230000,F,bachelor,single,31,0
24363,40000,M,bachelor,NaN,37,0
14397,420000,F,bachelor,married,40,0
19761,200000,F,bachelor,married,34,0
1180,50000,M,bachelor,single,24,0
19705,20000,F,bachelor,married,31,0
13672,180000,M,bachelor,single,28,0
14681,50000,F,bachelor,single,28,0
9447,200000,F,bachelor,married,29,0
3026,20000,M,bachelor,married,45,0
9901,20000,F,bachelor,married,39,0
6327,80000,F,bachelor,married,35,0
16568,80000,M,bachelor,single,29,0
7306,50000,M,bachelor,NaN,51,0
25229,30000,F,bachelor,single,24,0
16161,250000,F,bachelor,married,40,0
1014,80000,M,bachelor,single,36,0
10634,50000,M,bachelor,single,32,0
597,360000,M,bachelor,single,29,0
9679,80000,F,bachelor,single,23,0
572,50000,F,bachelor,single,23,0
3684,50000,M,bachelor,single,32,0
9410,440000,F,bachelor,married,28,0
11630,110000,F,bachelor,married,48,0
25266,110000,F,bachelor,single,24,0
25917,120000,F,bachelor,married,34,0
24306,280000,M,bachelor,married,37,0
14689,260000,M,bachelor,single,31,0
4706,150000,F,bachelor,NaN,41,0
21663,60000,F,bachelor,single,24,0
10502,50000,F,bachelor,married,37,0
25193,30000,F,bachelor,married,25,0
23281,250000,F,bachelor,married,36,0
11333,20000,F,bachelor,single,23,0
16288,50000,F,bachelor,married,35,0
16285,80000,F,bachelor,single,34,0
29629,150000,M,bachelor,single,29,0
2775,400000,F,bachelor,married,30,0
24463,340000,M,bachelor,married,35,0
18599,60000,F,bachelor,single,27,0
10343,70000,F,bachelor,married,53,0
5676,200000,F,bachelor,single,28,0
17346,130000,F,bachelor,married,34,0
23891,50000,M,bachelor,married,29,0
4647,140000,M,bachelor,single,50,0
23927,110000,M,bachelor,single,26,0
5681,220000,F,bachelor,single,36,0
3909,50000,M,bachelor,single,24,0
9362,60000,F,bachelor,single,29,0
8401,100000,F,bachelor,single,32,0
18668,310000,F,bachelor,married,25,0
8541,230000,F,bachelor,married,28,0
24716,100000,M,bachelor,married,38,0
5019,90000,M,bachelor,single,26,0
1708,310000,F,bachelor,married,29,0
17400,60000,F,bachelor,single,36,0
15206,160000,F,bachelor,married,29,0
29853,500000,M,bachelor,married,44,0
17637,360000,F,bachelor,married,33,0
9370,360000,F,bachelor,single,25,0
26992,80000,M,bachelor,single,31,0
2271,70000,F,bachelor,single,23,0
4268,200000,M,bachelor,married,33,0
9705,190000,F,bachelor,married,34,0
25833,230000,F,bachelor,married,35,0
3423,80000,M,bachelor,single,35,0
21625,20000,F,bachelor,single,24,0
5641,210000,M,bachelor,single,34,0
23785,210000,F,bachelor,married,56,0
15370,140000,F,bachelor,married,45,0
17571,320000,F,bachelor,married,40,0
9259,20000,F,bachelor,single,21,0
12373,240000,F,bachelor,married,55,0
1635,170000,F,bachelor,married,50,0
8477,50000,M,bachelor,single,31,0
9405,110000,F,bachelor,single,23,0
8124,390000,F,bachelor,married,41,0
25300,30000,F,bachelor,single,23,0
20331,230000,F,bachelor,married,54,0
3229,50000,F,bachelor,married,26,0
1177,50000,F,bachelor,single,35,0
15187,80000,F,bachelor,single,24,0
1692,290000,F,bachelor,single,54,0
4210,480000,F,bachelor,single,30,0
15308,140000,F,bachelor,single,42,0
21953,280000,F,bachelor,married,27,0
21781,50000,F,bachelor,single,25,0
5120,500000,F,bachelor,married,47,0
26942,360000,M,bachelor,married,39,0
13342,70000,F,bachelor,single,30,0
13810,20000,M,bachelor,single,23,0
18277,200000,M,bachelor,married,55,0
19163,290000,F,bachelor,married,47,0
17444,30000,F,bachelor,married,38,0
2771,90000,F,bachelor,single,23,0
25959,160000,F,bachelor,single,30,0
